Time,Front Right,Front Left,Rear Right,Rear Left
1696063423.964669,2.3535234928131104,3.778125524520874,2.6497106552124023,4.066468238830566
1696063424.0050316,2.37134051322937,3.7945668697357178,2.652473211288452,4.077930450439453
1696063424.0342932,2.3520896434783936,3.7931442260742188,2.639094114303589,4.074395656585693
1696063424.0637872,2.356757164001465,3.7942276000976562,2.641667604446411,4.076676845550537
1696063424.093517,2.359185218811035,3.8079323768615723,2.657217025756836,4.080185413360596
1696063424.1229053,2.37052845954895,3.802546977996826,2.642887830734253,4.061728477478027
1696063424.152516,2.3612728118896484,3.7979660034179688,2.6434590816497803,4.067879676818848
1696063424.18325,2.3622190952301025,3.810549259185791,2.643272876739502,4.075799465179443
1696063424.213516,2.3700904846191406,3.81661319732666,2.653066635131836,4.078397750854492
1696063424.2419019,2.3632962703704834,3.7989628314971924,2.638995409011841,4.062077522277832
1696063424.2809346,2.37213134765625,3.799543857574463,2.6550121307373047,4.067043304443359
1696063424.3111289,2.3700411319732666,3.8196804523468018,2.647254228591919,4.072107791900635
1696063424.3407443,2.3643486499786377,3.8034415245056152,2.650184392929077,4.060272216796875
1696063424.3719578,2.364938259124756,3.8129377365112305,2.644052505493164,4.079894542694092
1696063424.4034653,2.3725950717926025,3.832775831222534,2.651974678039551,4.087246417999268
1696063424.4321456,2.3577182292938232,3.811433792114258,2.640955686569214,4.062150001525879
1696063424.4626362,2.361417055130005,3.8228180408477783,2.6453726291656494,4.083484649658203
1696063424.4937685,2.3587496280670166,3.830228090286255,2.6502251625061035,4.082698822021484
1696063424.5235786,2.3688197135925293,3.818779706954956,2.6445744037628174,4.069033622741699
1696063424.5530298,2.357377767562866,3.8238086700439453,2.635195255279541,4.075460433959961
1696063424.592622,2.3622610569000244,3.834791660308838,2.5528528690338135,3.9238386154174805
1696063424.6230109,2.292895555496216,3.7093398571014404,2.5672028064727783,3.926776170730591
1696063424.6530416,2.310004234313965,3.7543208599090576,2.584989070892334,3.9563190937042236
1696063424.6842995,2.3165087699890137,3.773611068725586,2.5988900661468506,4.026721000671387
1696063424.714471,2.337965488433838,3.782374620437622,2.6114635467529297,4.020940780639648
1696063424.743776,2.2762222290039062,3.679018497467041,2.518097162246704,3.884066343307495
1696063424.7726128,2.2258334159851074,3.6281991004943848,2.5155975818634033,3.846238851547241
1696063424.7989738,2.2455108165740967,3.639573335647583,2.514857292175293,3.8801910877227783
1696063424.8245788,2.2666220664978027,3.673598527908325,2.5244696140289307,3.916717290878296
1696063424.8549392,2.2546865940093994,3.678349733352661,2.5267064571380615,3.9271340370178223
1696063424.8936193,2.2742714881896973,3.7073140144348145,2.5502138137817383,3.9530556201934814
1696063424.924667,2.288541555404663,3.722294569015503,2.547184944152832,3.9789810180664062
1696063424.9549325,2.297520875930786,3.768009662628174,2.578892946243286,4.017683506011963
1696063424.985978,2.3177969455718994,3.5285651683807373,2.5997376441955566,4.048925399780273
